dataset,predictor,traversal,pairing,K,dictionary_entries,pair_entropy,coverage,hits,pairs,encoded_bits,raw_bits,bpw,ratio,sha256
random,paeth,serp,vertical,128,128,10.878039825434172,0.009765625,20,2048,34848,28672,8.5078125,1.2154017857142858,220924edbc8adea01ec156caeece2e8b002edee88a965c3084480808d6660465
random,paeth,serp,vertical,256,256,10.878039825434172,0.02001953125,41,2048,36769,28672,8.976806640625,1.2824009486607142,3cd7322f8279fe6f3d9d57be0d1436012d2fae8b5e82326becb61b3cc2af01d4
random,paeth,col,traversal,16,16,10.876086700434172,0.00244140625,5,2048,33161,28672,8.095947265625,1.1565638950892858,1b6c5170caba4b9e78e660448171998984bc4865964bdb07f75525c221b24b38
random,paeth,col,traversal,32,32,10.876086700434172,0.00341796875,7,2048,33402,28672,8.15478515625,1.1649693080357142,6b16275aab360ff04d404c7f4fc0a7a2192033f7c299ce847326876eef5a39c5
random,paeth,col,traversal,64,64,10.876086700434172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,32764fb9670210b72848fcf6fa724e7569e4c7a67857933b76b5270abaf97e31
random,paeth,col,traversal,128,128,10.876086700434172,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,87718dea77be3eb3ad314fe2530c4be3d1ddceaf97722f74198fa41a1ee12b0e
random,paeth,col,traversal,256,256,10.876086700434172,0.015625,32,2048,36832,28672,8.9921875,1.2845982142857142,6a1eaf40bf4508974aad55cd5bd1c256f8790d871e14631b9a22455d24b4fe37
random,paeth,col,horizontal,16,16,10.876694665521006,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,cac1b0545e972dc4c42cd488bf0a9828b417a71e5a674d4321ec89d1a67524a7
random,paeth,col,horizontal,32,32,10.876694665521006,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,ebc2606b54b9ca701fdd424d57fe1e03a9cab53679a0405e27d237eff33a154b
random,paeth,col,horizontal,64,64,10.876694665521006,0.00390625,8,2048,33912,28672,8.279296875,1.1827566964285714,ac96bcef4ea13ce49306874a189988dc766622bd322a9c3bfbbb05dbc50e90a4
random,paeth,col,horizontal,128,128,10.876694665521006,0.0078125,16,2048,34880,28672,8.515625,1.2165178571428572,a4f2b98290ade0c6b1f1c116ee84b9f135f372131cb85cd93383b68e926ba68e
random,paeth,col,horizontal,256,256,10.876694665521006,0.013671875,28,2048,36860,28672,8.9990234375,1.2855747767857142,b9dcf41f415a1aa2c4632ef4141a240ec8e06cd69c7b2f1f71e41eb293433e66
random,paeth,col,vertical,16,16,10.876086700434172,0.00244140625,5,2048,33161,28672,8.095947265625,1.1565638950892858,536c3a5010d0ba5051645f0da55cb016f23c6cff292ad5dba2252102c2c49b55
random,paeth,col,vertical,32,32,10.876086700434172,0.00341796875,7,2048,33402,28672,8.15478515625,1.1649693080357142,08a18061d8de89756ccda17ce3297a1dd1aeaf18b7ca741cc6427a38334586d0
random,paeth,col,vertical,64,64,10.876086700434172,0.00439453125,9,2048,33903,28672,8.277099609375,1.1824428013392858,0753beb52e7fcf20cd044420a71ab130ee77e5cbc276a214ab2e1e3ef2a1ea55
random,paeth,col,vertical,128,128,10.876086700434172,0.00927734375,19,2048,34856,28672,8.509765625,1.2156808035714286,d0d2e6bcce5ff2b2ec8e9b1b110f1f3ae67738ad0866ba6bc421a79c75b7b6fe
random,paeth,col,vertical,256,256,10.876086700434172,0.015625,32,2048,36832,28672,8.9921875,1.2845982142857142,733ff22f7839f13b11fbe09f6b3c2d668b7eb91aa3655f1ba1568094971f6a64
random,paeth,col_serp,traversal,16,16,10.884397027586834,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,5a632a0ea22a5f17a64016d6fdda0066a13512bec3d10cad5257b9468f556719
random,paeth,col_serp,traversal,32,32,10.884397027586834,0.00244140625,5,2048,33422,28672,8.15966796875,1.1656668526785714,ad391665ba8066c3d92ba4700a377bd0d367aaf112dc76a8e07452abeeafedc5
random,paeth,col_serp,traversal,64,64,10.884397027586834,0.0048828125,10,2048,33894,28672,8.27490234375,1.18212890625,ebb632f24774f722e2d8418ca95baf09c791d2204a9005349b98007305779f37
random,paeth,col_serp,traversal,128,128,10.884397027586834,0.0078125,16,2048,34880,28672,8.515625,1.2165178571428572,db9c2f13afbacacecc860a69eeb43693ab42796dc733859ac60ac7155f8f3c73
random,paeth,col_serp,traversal,256,256,10.884397027586834,0.01708984375,35,2048,36811,28672,8.987060546875,1.2838657924107142,93fc020eb1cd66774a56fcd4899a565f7228d8835985c676c7216db8e16777b4
random,paeth,col_serp,horizontal,16,16,10.896115777586834,0.00048828125,1,2048,33205,28672,8.106689453125,1.1580984933035714,1eccb9a8c08c9e884c7a3277068ab00807f694ad21a7596ddfebf6031389f264
random,paeth,col_serp,horizontal,32,32,10.896115777586834,0.00048828125,1,2048,33462,28672,8.16943359375,1.1670619419642858,5670354d154bcc1bead553156e6b854e20f2cd75e25d0097ae8d2ec7baba8034
random,paeth,col_serp,horizontal,64,64,10.896115777586834,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,a106a60274084e29c2c6af663322e2839836113e10720cd10587c0b5a0c193a6
random,paeth,col_serp,horizontal,128,128,10.896115777586834,0.00634765625,13,2048,34904,28672,8.521484375,1.2173549107142858,77f70f8e5cea4f45e03ee6602cd6b196d8628f33f60cbd80763de942185f3487
random,paeth,col_serp,horizontal,256,256,10.896115777586834,0.01318359375,27,2048,36867,28672,9.000732421875,1.2858189174107142,820e2022cdbb4053cc4c6a246075ae167090879f6b28100d04a0566f9a9748ad
random,paeth,col_serp,vertical,16,16,10.894033422847336,0.0009765625,2,2048,33194,28672,8.10400390625,1.15771484375,0b205d25c6be8ad637338be9873bf46ac13f8b54b59338683917a3608445c884
random,paeth,col_serp,vertical,32,32,10.894033422847336,0.001953125,4,2048,33432,28672,8.162109375,1.166015625,b63be7881689c930d724a99b744cd917de74ced231e5d4271f9948d57d482d11
random,paeth,col_serp,vertical,64,64,10.894033422847336,0.0029296875,6,2048,33930,28672,8.28369140625,1.1833844866071428,150c2e9f66ae07e2e51837c24b5625f3df46969f9828be517cc7fbd768ad61f6
random,paeth,col_serp,vertical,128,128,10.894033422847336,0.00537109375,11,2048,34920,28672,8.525390625,1.2179129464285714,725f82c0022677803e97e81d1a731a9de3f9f72cd63a2b46c9c3de5130fb54cf
random,paeth,col_serp,vertical,256,256,10.894033422847336,0.0126953125,26,2048,36874,28672,9.00244140625,1.2860630580357142,d4ace694dfec068ae7f74569a4b58c0084e4526b20cd2251c9ac9ef6611cedea
constant,left,row,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a1f28e0f0feaa521ee66d8ff69b86cb4d19d4ec4ed23dc25f7ce84ea24ef0824
constant,left,row,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a1f28e0f0feaa521ee66d8ff69b86cb4d19d4ec4ed23dc25f7ce84ea24ef0824
constant,left,row,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a1f28e0f0feaa521ee66d8ff69b86cb4d19d4ec4ed23dc25f7ce84ea24ef0824
constant,left,row,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a1f28e0f0feaa521ee66d8ff69b86cb4d19d4ec4ed23dc25f7ce84ea24ef0824
constant,left,row,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a1f28e0f0feaa521ee66d8ff69b86cb4d19d4ec4ed23dc25f7ce84ea24ef0824
constant,left,row,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,9a4d97420ab1acfad68cbb8f55fff2e82857178e192af7a3a767b8b706c33ce1
constant,left,row,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,9a4d97420ab1acfad68cbb8f55fff2e82857178e192af7a3a767b8b706c33ce1
constant,left,row,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,9a4d97420ab1acfad68cbb8f55fff2e82857178e192af7a3a767b8b706c33ce1
constant,left,row,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,9a4d97420ab1acfad68cbb8f55fff2e82857178e192af7a3a767b8b706c33ce1
constant,left,row,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,9a4d97420ab1acfad68cbb8f55fff2e82857178e192af7a3a767b8b706c33ce1
constant,left,row,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2fca17cc37f4d676cc09f57556f02a747334ed41472d3607e146ba1971ac67b7
constant,left,row,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2fca17cc37f4d676cc09f57556f02a747334ed41472d3607e146ba1971ac67b7
constant,left,row,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2fca17cc37f4d676cc09f57556f02a747334ed41472d3607e146ba1971ac67b7
constant,left,row,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2fca17cc37f4d676cc09f57556f02a747334ed41472d3607e146ba1971ac67b7
constant,left,row,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2fca17cc37f4d676cc09f57556f02a747334ed41472d3607e146ba1971ac67b7
constant,left,serp,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,3bcaff2beb88623e2de854f1e1a69f82df3e1f8447ede25bdb0c25cf3ff7c2c4
constant,left,serp,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,3bcaff2beb88623e2de854f1e1a69f82df3e1f8447ede25bdb0c25cf3ff7c2c4
constant,left,serp,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,3bcaff2beb88623e2de854f1e1a69f82df3e1f8447ede25bdb0c25cf3ff7c2c4
constant,left,serp,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,3bcaff2beb88623e2de854f1e1a69f82df3e1f8447ede25bdb0c25cf3ff7c2c4
constant,left,serp,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,3bcaff2beb88623e2de854f1e1a69f82df3e1f8447ede25bdb0c25cf3ff7c2c4
constant,left,serp,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cde5a30b92fcd65495814d98089d3aa42709a5776d6aa37517a43490d2b1541d
constant,left,serp,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cde5a30b92fcd65495814d98089d3aa42709a5776d6aa37517a43490d2b1541d
constant,left,serp,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cde5a30b92fcd65495814d98089d3aa42709a5776d6aa37517a43490d2b1541d
constant,left,serp,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cde5a30b92fcd65495814d98089d3aa42709a5776d6aa37517a43490d2b1541d
constant,left,serp,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cde5a30b92fcd65495814d98089d3aa42709a5776d6aa37517a43490d2b1541d
constant,left,serp,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7e2d985851790521a12756bdcea8688ce47f89f1c098cd1e13bd9624d0f7c920
constant,left,serp,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7e2d985851790521a12756bdcea8688ce47f89f1c098cd1e13bd9624d0f7c920
constant,left,serp,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7e2d985851790521a12756bdcea8688ce47f89f1c098cd1e13bd9624d0f7c920
constant,left,serp,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7e2d985851790521a12756bdcea8688ce47f89f1c098cd1e13bd9624d0f7c920
constant,left,serp,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7e2d985851790521a12756bdcea8688ce47f89f1c098cd1e13bd9624d0f7c920
constant,left,col,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f50cb9892f9e336a1eac160320f5f350f0a6ef01194ca8be10c28d8b4c1827fb
constant,left,col,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f50cb9892f9e336a1eac160320f5f350f0a6ef01194ca8be10c28d8b4c1827fb
constant,left,col,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f50cb9892f9e336a1eac160320f5f350f0a6ef01194ca8be10c28d8b4c1827fb
constant,left,col,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f50cb9892f9e336a1eac160320f5f350f0a6ef01194ca8be10c28d8b4c1827fb
constant,left,col,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f50cb9892f9e336a1eac160320f5f350f0a6ef01194ca8be10c28d8b4c1827fb
constant,left,col,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,0c7020e9f57d8a680c9e807d8ab14fcb401bac06d800ba04fb1c8802e18c7522
constant,left,col,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,0c7020e9f57d8a680c9e807d8ab14fcb401bac06d800ba04fb1c8802e18c7522
constant,left,col,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,0c7020e9f57d8a680c9e807d8ab14fcb401bac06d800ba04fb1c8802e18c7522
constant,left,col,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,0c7020e9f57d8a680c9e807d8ab14fcb401bac06d800ba04fb1c8802e18c7522
constant,left,col,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,0c7020e9f57d8a680c9e807d8ab14fcb401bac06d800ba04fb1c8802e18c7522
constant,left,col,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f9b3d0e3863adcaba4e91664e0085f9dcc5e04b3a142f9da06a40c81b77d6c51
constant,left,col,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f9b3d0e3863adcaba4e91664e0085f9dcc5e04b3a142f9da06a40c81b77d6c51
constant,left,col,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f9b3d0e3863adcaba4e91664e0085f9dcc5e04b3a142f9da06a40c81b77d6c51
constant,left,col,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f9b3d0e3863adcaba4e91664e0085f9dcc5e04b3a142f9da06a40c81b77d6c51
constant,left,col,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,f9b3d0e3863adcaba4e91664e0085f9dcc5e04b3a142f9da06a40c81b77d6c51
constant,left,col_serp,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cb1cd84ee1dac424919a03292b9094a04621a2fa289ee9299e711039350bf489
constant,left,col_serp,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cb1cd84ee1dac424919a03292b9094a04621a2fa289ee9299e711039350bf489
constant,left,col_serp,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cb1cd84ee1dac424919a03292b9094a04621a2fa289ee9299e711039350bf489
constant,left,col_serp,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cb1cd84ee1dac424919a03292b9094a04621a2fa289ee9299e711039350bf489
constant,left,col_serp,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,cb1cd84ee1dac424919a03292b9094a04621a2fa289ee9299e711039350bf489
constant,left,col_serp,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,22b74791cf466d24313577229840d6872fae71429ad32124369073894f7eb676
constant,left,col_serp,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,22b74791cf466d24313577229840d6872fae71429ad32124369073894f7eb676
constant,left,col_serp,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,22b74791cf466d24313577229840d6872fae71429ad32124369073894f7eb676
constant,left,col_serp,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,22b74791cf466d24313577229840d6872fae71429ad32124369073894f7eb676
constant,left,col_serp,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,22b74791cf466d24313577229840d6872fae71429ad32124369073894f7eb676
constant,left,col_serp,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7b013cadae69cf93e57d24c4fcbc5949367a814d364139ca7b62abdb92d0601d
constant,left,col_serp,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7b013cadae69cf93e57d24c4fcbc5949367a814d364139ca7b62abdb92d0601d
constant,left,col_serp,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7b013cadae69cf93e57d24c4fcbc5949367a814d364139ca7b62abdb92d0601d
constant,left,col_serp,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7b013cadae69cf93e57d24c4fcbc5949367a814d364139ca7b62abdb92d0601d
constant,left,col_serp,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,7b013cadae69cf93e57d24c4fcbc5949367a814d364139ca7b62abdb92d0601d
constant,up,row,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,15f16e0b4f6adcbc81c274f32344993f0db938dc99db38cf5a2fb8910c4ff090
constant,up,row,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,15f16e0b4f6adcbc81c274f32344993f0db938dc99db38cf5a2fb8910c4ff090
constant,up,row,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,15f16e0b4f6adcbc81c274f32344993f0db938dc99db38cf5a2fb8910c4ff090
constant,up,row,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,15f16e0b4f6adcbc81c274f32344993f0db938dc99db38cf5a2fb8910c4ff090
constant,up,row,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,15f16e0b4f6adcbc81c274f32344993f0db938dc99db38cf5a2fb8910c4ff090
constant,up,row,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,92c2cf1bac3d746eadf925b0cb1adcb4a550aa9a77372fd5df7d17a5b6d64e30
constant,up,row,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,92c2cf1bac3d746eadf925b0cb1adcb4a550aa9a77372fd5df7d17a5b6d64e30
constant,up,row,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,92c2cf1bac3d746eadf925b0cb1adcb4a550aa9a77372fd5df7d17a5b6d64e30
constant,up,row,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,92c2cf1bac3d746eadf925b0cb1adcb4a550aa9a77372fd5df7d17a5b6d64e30
constant,up,row,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,92c2cf1bac3d746eadf925b0cb1adcb4a550aa9a77372fd5df7d17a5b6d64e30
constant,up,row,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,6998650e43eb23b89e4553c99d1a03385bacdb572cdb2e7b9a146c16d8875d2f
constant,up,row,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,6998650e43eb23b89e4553c99d1a03385bacdb572cdb2e7b9a146c16d8875d2f
constant,up,row,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,6998650e43eb23b89e4553c99d1a03385bacdb572cdb2e7b9a146c16d8875d2f
constant,up,row,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,6998650e43eb23b89e4553c99d1a03385bacdb572cdb2e7b9a146c16d8875d2f
constant,up,row,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,6998650e43eb23b89e4553c99d1a03385bacdb572cdb2e7b9a146c16d8875d2f
constant,up,serp,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5e6506727c5c3ce2f65a925836e00f547541bac0c89d08dc17071dcb74f4edfe
constant,up,serp,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5e6506727c5c3ce2f65a925836e00f547541bac0c89d08dc17071dcb74f4edfe
constant,up,serp,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5e6506727c5c3ce2f65a925836e00f547541bac0c89d08dc17071dcb74f4edfe
constant,up,serp,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5e6506727c5c3ce2f65a925836e00f547541bac0c89d08dc17071dcb74f4edfe
constant,up,serp,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5e6506727c5c3ce2f65a925836e00f547541bac0c89d08dc17071dcb74f4edfe
constant,up,serp,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,369637288cde08b9e58f70cb221908505a1e8a96e05702566a1b8891a28cbcc7
constant,up,serp,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,369637288cde08b9e58f70cb221908505a1e8a96e05702566a1b8891a28cbcc7
constant,up,serp,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,369637288cde08b9e58f70cb221908505a1e8a96e05702566a1b8891a28cbcc7
constant,up,serp,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,369637288cde08b9e58f70cb221908505a1e8a96e05702566a1b8891a28cbcc7
constant,up,serp,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,369637288cde08b9e58f70cb221908505a1e8a96e05702566a1b8891a28cbcc7
constant,up,serp,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,d177450ea7e1ab9f9db85fd1911e4d606379962bcd4c7fb3675e95b6fde50188
constant,up,serp,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,d177450ea7e1ab9f9db85fd1911e4d606379962bcd4c7fb3675e95b6fde50188
constant,up,serp,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,d177450ea7e1ab9f9db85fd1911e4d606379962bcd4c7fb3675e95b6fde50188
constant,up,serp,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,d177450ea7e1ab9f9db85fd1911e4d606379962bcd4c7fb3675e95b6fde50188
constant,up,serp,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,d177450ea7e1ab9f9db85fd1911e4d606379962bcd4c7fb3675e95b6fde50188
constant,up,col,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a4301b37f0de907ade19fab212094a40a6400714b741947ce060fd0786f65643
constant,up,col,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a4301b37f0de907ade19fab212094a40a6400714b741947ce060fd0786f65643
constant,up,col,traversal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a4301b37f0de907ade19fab212094a40a6400714b741947ce060fd0786f65643
constant,up,col,traversal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a4301b37f0de907ade19fab212094a40a6400714b741947ce060fd0786f65643
constant,up,col,traversal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,a4301b37f0de907ade19fab212094a40a6400714b741947ce060fd0786f65643
constant,up,col,horizontal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5a7dc558d3679a15c65bc10560db01d4d461300ade32fd5c50491159e2586c17
constant,up,col,horizontal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5a7dc558d3679a15c65bc10560db01d4d461300ade32fd5c50491159e2586c17
constant,up,col,horizontal,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5a7dc558d3679a15c65bc10560db01d4d461300ade32fd5c50491159e2586c17
constant,up,col,horizontal,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5a7dc558d3679a15c65bc10560db01d4d461300ade32fd5c50491159e2586c17
constant,up,col,horizontal,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,5a7dc558d3679a15c65bc10560db01d4d461300ade32fd5c50491159e2586c17
constant,up,col,vertical,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,e23b5a23e0461ee948f6935b3838e4e93c8fc4cd31f29d1a26bafd8e2c0529b6
constant,up,col,vertical,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,e23b5a23e0461ee948f6935b3838e4e93c8fc4cd31f29d1a26bafd8e2c0529b6
constant,up,col,vertical,64,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,e23b5a23e0461ee948f6935b3838e4e93c8fc4cd31f29d1a26bafd8e2c0529b6
constant,up,col,vertical,128,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,e23b5a23e0461ee948f6935b3838e4e93c8fc4cd31f29d1a26bafd8e2c0529b6
constant,up,col,vertical,256,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,e23b5a23e0461ee948f6935b3838e4e93c8fc4cd31f29d1a26bafd8e2c0529b6
constant,up,col_serp,traversal,16,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2286d426d878f4e7c0ccd73b68ce97a9d1762919ae7fe220417a83ea2ea87c9b
constant,up,col_serp,traversal,32,2,0.006075362677284398,1.0,2048,2048,4320,28672,1.0546875,0.15066964285714285,2286d426d878f4e7c0ccd73b68ce97a9d1762919ae7fe220417a83ea2ea87c9b
